Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Runkle, J., Sugg, M., Boase, D., Galvin, S.L., C. Coulson, C.",55440986900; 56789984200; 57210437338; 7004734438; 57210437278,Use of wearable sensors for pregnancy health and environmental monitoring: Descriptive findings from the perspective of patients and providers,2019,Digital Health,5,,,,,,,10.1177/2055207619828220,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070726331&partnerID=40&md5=090423a1871f7daef9ec0c57b36a41a1,Article,Final,Open Access,Scopus,2-s2.0-85070726331
"Zeleke, A.A., Worku, A.G., Demissie, A., Otto-Sobotka, F., Wilken, M., Lipprandt, M., Tilahun, B., Röhrig, R.",56502027700; 56206419000; 57208332538; 57200005860; 57194088463; 35095497800; 56416442500; 55920693700,"Evaluation of electronic and paper-pen data capturing tools for data quality in a public health survey in a health and demographic surveillance site, Ethiopia: Randomized controlled crossover health care information technology evaluation",2019,Journal of Medical Internet Research,21,2, e10995,,,,,10.2196/10995,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066877325&partnerID=40&md5=d538d22c963f8acb27d46538274c9164,Article,Final,Open Access,Scopus,2-s2.0-85066877325
"Johnson, K.E., Alencar, M.K., Coakley, K.E., Swift, D.L., Cole, N.H., Mermier, C.M., Kravitz, L., Amorim, F.T., Gibson, A.L.",57191035387; 55985823900; 55343355700; 49862417000; 56600056800; 35586297100; 6603779534; 22933654200; 7202353853,Telemedicine-Based Health Coaching Is Effective for Inducing Weight Loss and Improving Metabolic Markers,2019,Telemedicine and e-Health,25,2,,85,92,,,10.1089/tmj.2018.0002,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061121556&partnerID=40&md5=1c3a5d2130d51820cd21463db02930e7,Article,Final,,Scopus,2-s2.0-85061121556
"Reina, N.",6506676119,Connected orthopedics and trauma surgery: New perspectives,2019,Orthopaedics and Traumatology: Surgery and Research,105,1,,S15,S22,,,10.1016/j.otsr.2018.05.018,https://www.scopus.com/inward/record.url?eid=2-s2.0-85058951417&partnerID=40&md5=e6b20188a15d3540b1b366cf5fd12a51,Review,Final,,Scopus,2-s2.0-85058951417
[No author name available],[No author name available],"2018 21st International Conference of Computer and Information Technology, ICCIT 2018",2019,"2018 21st International Conference of Computer and Information Technology, ICCIT 2018",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062889604&partnerID=40&md5=ed4d364c49edeac2edf6f3e3ba1c7d3a,Conference Review,Final,,Scopus,2-s2.0-85062889604
[No author name available],[No author name available],"2018 IEEE Conference on Application, Information and Network Security, AINS 2018",2019,"2018 IEEE Conference on Application, Information and Network Security, AINS 2018",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062871797&partnerID=40&md5=593cfa16da14b547f6b3527239678571,Conference Review,Final,,Scopus,2-s2.0-85062871797
"Aliasgari, M., Black, M., Yadav, N.",36597904500; 57207779765; 55509120200,Security vulnerabilities in mobile health applications,2019,"2018 IEEE Conference on Application, Information and Network Security, AINS 2018",,,8631464,21,26,,,10.1109/IISA.2018.8631464,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062847282&partnerID=40&md5=f51b7412e7f78261ac60b550c231d5fd,Conference Paper,Final,,Scopus,2-s2.0-85062847282
"Ko, A., Molnar, T., Matyus, B.",35299650200; 36682774200; 57195493087,A User-centred Design Approach for Mobile- Government Systems for the Elderly,2019,"International Conference on Software, Knowledge Information, Industrial Management and Applications, SKIMA",2018-December,,8631531,,,,,10.1109/SKIMA.2018.8631531,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062696535&partnerID=40&md5=555f4b62f38207d7f4e1f7977cf845f0,Conference Paper,Final,,Scopus,2-s2.0-85062696535
"Wani, T.A., Mendoza, A., Gray, K.",57205723584; 55340477800; 7202177088,BYOD in Hospitals-Security Issues and Mitigation Strategies,2019,ACM International Conference Proceeding Series,,, a25,,,,,10.1145/3290688.3290729,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061274992&partnerID=40&md5=c815e1dc1681c07d47b61b83cb86fc61,Conference Paper,Final,,Scopus,2-s2.0-85061274992
"Narasimhan, V.L.",7005231422,Botswana's Lab-In-A-Briefcase - A Position Paper,2019,ACM International Conference Proceeding Series,,, a13,,,,,10.1145/3290688.3290716,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061249191&partnerID=40&md5=5bfbf90fab036264f5cb545f55ffaa68,Conference Paper,Final,,Scopus,2-s2.0-85061249191
"Shahbodin, F., Azni, A.H., Ali, T., Mohd, C.K.N.C.K.",24831356600; 26664330800; 55490382300; 35759291800,Lightweight cryptography techniques for MHealth cybersecurity,2019,ACM International Conference Proceeding Series,,,,44,50,,,10.1145/3314527.3314536,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064902645&partnerID=40&md5=569bcdec5875088888c46e2540987fa6,Conference Paper,Final,,Scopus,2-s2.0-85064902645
"Sudarto, F., Kristiadi, D.P., Warnars, H.L.H.S., Ricky, M.Y., Hashimoto, K.",57205442613; 57201112519; 57202577227; 55803049100; 36668537900,Developing of Indonesian Intelligent e-Health model,2019,"1st 2018 Indonesian Association for Pattern Recognition International Conference, INAPR 2018 - Proceedings",,,8627038,307,314,,,10.1109/INAPR.2018.8627038,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062779222&partnerID=40&md5=3f64834cb516e28cb6f783fbd70f4fd6,Conference Paper,Final,,Scopus,2-s2.0-85062779222
"Natesan, M., Wu, S.-W., Chen, C.-I., Jensen, S.M.R., Karlovac, N., Dyas, B.K., Mudanyali, O., Ulrich, R.G.",6602829174; 57205344759; 57205341061; 35077641900; 57207683959; 6602741756; 35303018600; 7201561808,A Smartphone-Based Rapid Telemonitoring System for Ebola and Marburg Disease Surveillance,2019,ACS Sensors,4,1,,61,68,,,10.1021/acssensors.8b00842,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059640436&partnerID=40&md5=389ab664e6b5717986da5aaec384e727,Article,Final,,Scopus,2-s2.0-85059640436
"Zeidan, H., Karam, K., Daou, R.A.Z., Hayek, A., Boercsoek, J.",57206252433; 57206244192; 35773074700; 24721050500; 24821220000,Smart Medicine Box System,2019,"2018 IEEE International Multidisciplinary Conference on Engineering Technology, IMCET 2018",,,8603031,,,,,10.1109/IMCET.2018.8603031,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061665304&partnerID=40&md5=44af333d08a77db72e4f2a21ced73d4c,Conference Paper,Final,,Scopus,2-s2.0-85061665304
"Ndayizigamiye, P., Matlala, S.F.",56415020200; 56451208600,A Design of a Mobile Health System to Address Teenage Pregnancy in South African Hige Schools,2019,"GHTC 2018 - IEEE Global Humanitarian Technology Conference, Proceedings",,,8601877,,,,,10.1109/GHTC.2018.8601877,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061832373&partnerID=40&md5=bc0de8f91002a4de6a19d84927c93bac,Conference Paper,Final,,Scopus,2-s2.0-85061832373
"Izaara, A.A., Ssembatya, R., Kaggwa, F.",57206660229; 55619806400; 56644794900,An access control framework for protecting personal electronic health records,2019,"2018 International Conference on Intelligent and Innovative Computing Applications, ICONIC 2018",,,8601287,,,,,10.1109/ICONIC.2018.8601287,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061809997&partnerID=40&md5=457ba3cc245789ed4f452e8f155a2ef6,Conference Paper,Final,,Scopus,2-s2.0-85061809997
"Poyner, I.K., Sherratt, R.S.",57202452882; 7004090619,Improving access to healthcare in rural communities - IoT as part of the solution,2019,IET Conference Publications,2019,CP755,,,,,,10.1049/cp.2019.0104,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072621011&partnerID=40&md5=bc5099e8e3168eb86b284d8cc5214597,Conference Paper,Final,,Scopus,2-s2.0-85072621011
"Dinh-Le, C., Chuang, R., Chokshi, S., Mann, D.",57190264801; 57210982261; 57210437927; 57205151861,Wearable health technology and electronic health record integration: Scoping review and future directions,2019,Journal of Medical Internet Research,21,9, e12861,,,,,10.2196/12861,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072120559&partnerID=40&md5=5a134bef5d7190e779cfbf2f4ef592bc,Review,Final,Open Access,Scopus,2-s2.0-85072120559
"Aschbrenner, K.A., Naslund, J.A., Tomlinson, E.F., Kinney, A., Pratt, S.I., Brunette, M.F.",15757105600; 55584521500; 57210973120; 55365593800; 7103017727; 7006002809,Adolescents’ use of digital technologies and preferences for mobile health coaching in public mental health settings,2019,Frontiers in Public Health,7,JUL,178,,,,,10.3389/fpubh.2019.00178,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072086060&partnerID=40&md5=1a133bc0a631dd6d9ae35b28a803b248,Article,Final,Open Access,Scopus,2-s2.0-85072086060
"Licari, A., Ferrante, G., Marseglia, MD, G.L., Corsello, MD, G., La Grutta, S.",15057979700; 55360312800; 57210962982; 57210958703; 6701854558,What Is the Impact of Innovative Electronic Health Interventions in Improving Treatment Adherence in Asthma? The Pediatric Perspective,2019,Journal of Allergy and Clinical Immunology: In Practice,,,,,,,,10.1016/j.jaip.2019.08.008,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072054242&partnerID=40&md5=53a4a42bb49214f481b8d9c2df34274b,Article,Article in Press,,Scopus,2-s2.0-85072054242
"Omran, L.N., Ezzat, K.A., Bayoumi, A., Darwich, A., Hassanien, A.E.",57200606847; 57195282511; 57210963801; 57210961141; 57192178208,IoT-based intensive care secure framework for patient monitoring and tracking,2019,International Journal of Grid and Utility Computing,10,5,,475,487,,,10.1504/IJGUC.2019.102017,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072022371&partnerID=40&md5=8db1c9bfcaa7635d2ba81630903f9412,Article,Final,,Scopus,2-s2.0-85072022371
"Junaidi, A., Chaniago, M.B., Doheir, M.",57191835078; 57209511665; 56453314100,Information hiding using steganography in mobile healthcare,2019,Journal of Advanced Research in Dynamical and Control Systems,11,5 Special Issue,,306,309,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071844539&partnerID=40&md5=8476921e63e898ac60a54ac2287495e4,Article,Final,,Scopus,2-s2.0-85071844539
"Stach, C., Steimle, F., Mitschang, B.",37262079900; 56404427300; 6603701448,How to Realize Device Interoperability and Information Security in mHealth Applications,2019,Communications in Computer and Information Science,1024,,,213,237,,,10.1007/978-3-030-29196-9_12,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071660424&partnerID=40&md5=8493402676bca24d46d2b5b7c55be116,Conference Paper,Final,,Scopus,2-s2.0-85071660424
[No author name available],[No author name available],"11th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2018",2019,Communications in Computer and Information Science,1024,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071653169&partnerID=40&md5=cd49853ef6062829da6910505a1699f1,Conference Review,Final,,Scopus,2-s2.0-85071653169
"Vo, V., Auroy, L., Sarradon-Eck, A.",57210728076; 57210732923; 18038413900,Patients' perceptions of mhealth apps: Meta-ethnographic review of qualitative studies,2019,Journal of Medical Internet Research,21,7, e13817,,,,,10.2196/13817,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071611525&partnerID=40&md5=9d876487391d7921a9ea693195d9b470,Review,Final,Open Access,Scopus,2-s2.0-85071611525
"Alwashmi, M.F., Fitzpatrick, B., Davis, E., Gamble, J.-M., Farrell, J., Hawboldt, J.",57209103837; 56526450900; 55948505500; 55822965127; 57191618756; 16303822900,Perceptions of health care providers regarding a mobile health intervention to manage chronic obstructive pulmonary disease: Qualitative study,2019,Journal of Medical Internet Research,21,6, e13950,,,,,10.2196/13950,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071394115&partnerID=40&md5=1ce8061ecab62c13759bf996424b06fe,Article,Final,Open Access,Scopus,2-s2.0-85071394115
"Quanbeck, A.",26024865700,Using stakeholder values to promote implementation of an evidence-based mobile health intervention for addiction treatment in primary care settings,2019,Journal of Medical Internet Research,21,6, e13301,,,,,10.2196/13301,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071393613&partnerID=40&md5=a35fbed36181b723b6177dd831ba9291,Article,Final,Open Access,Scopus,2-s2.0-85071393613
"Jones, M., Johnson, M., Shervey, M., Dudley, J.T., Zimmerman, N.",57210715698; 57208161018; 57202109467; 18633685600; 57191270095,"Privacy-preserving methods for feature engineering using blockchain: Review, evaluation, and proof-of-concept",2019,Journal of Medical Internet Research,21,8, e13600,,,,,10.2196/13600,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071280521&partnerID=40&md5=53ab860fd531cbb47c879d40ba238651,Article,Final,Open Access,Scopus,2-s2.0-85071280521
"Liu, J., Tang, H., Sun, R., Du, X., Guizani, M.",8555212500; 57207996195; 57210636898; 57205479965; 7004750176,Lightweight and Privacy-Preserving Medical Services Access for Healthcare Cloud,2019,IEEE Access,7,,8781785,106951,106961,,,10.1109/ACCESS.2019.2931917,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071152323&partnerID=40&md5=a04e283dbf6f9acbd87ee9e589f94bc6,Article,Final,Open Access,Scopus,2-s2.0-85071152323
"Dmello, R., Yerremreddy, S., Basu, S., Bhitle, T., Kokate, Y., Gharpure, P.",57208782069; 57210412232; 57210415653; 57210417840; 57210417210; 9738465400,Automated facial recognition attendance system leveraging IoT cameras,2019,"Proceedings of the 9th International Conference On Cloud Computing, Data Science and Engineering, Confluence 2019",,,8776924,556,561,,,10.1109/CONFLUENCE.2019.8776924,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070641364&partnerID=40&md5=fcb172d2255234919b655f7c34d10bec,Conference Paper,Final,,Scopus,2-s2.0-85070641364
"Chand, R.D., Kumar, A., Kumar, A., Tiwari, P., Rajnish, R., Mishra, S.K.",57210414772; 57206266956; 55562267500; 57210411884; 57210417199; 57200908330,Advanced communication technologies for collaborative learning in telemedicine and tele-care,2019,"Proceedings of the 9th International Conference On Cloud Computing, Data Science and Engineering, Confluence 2019",,,8776970,601,605,,,10.1109/CONFLUENCE.2019.8776970,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070633941&partnerID=40&md5=e9a4ea7a8254f5da4d739a1ccaf64555,Conference Paper,Final,,Scopus,2-s2.0-85070633941
"Quanbeck, A.",26024865700,Using stakeholder values to promote implementation of an evidence-based mobile health intervention for addiction treatment in primary care settings,2019,JMIR mHealth and uHealth,7,6, e13301,,,,,10.2196/13301,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070562055&partnerID=40&md5=6ea1af511aae49ffd2665b8b4b23fdec,Article,Final,Open Access,Scopus,2-s2.0-85070562055
"Alwashmi, M.F., Fitzpatrick, B., Davis, E., Gamble, J.-M., Farrell, J., Hawboldt, J.",57209103837; 56526450900; 55948505500; 55822965127; 57191618756; 16303822900,Perceptions of health care providers regarding a mobile health intervention to manage chronic obstructive pulmonary disease: Qualitative study,2019,JMIR mHealth and uHealth,7,6, e13950,,,,,10.2196/13950,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070540885&partnerID=40&md5=f06e9b40951cec1fbc255b64d8191eee,Article,Final,Open Access,Scopus,2-s2.0-85070540885
"Butt, S.A., Jamal, T., Azad, M.A., Ali, A., Safa, N.S.",57210375561; 36705901600; 23975769800; 57198724294; 55683063600,A multivariant secure framework for smart mobile health application,2019,Transactions on Emerging Telecommunications Technologies,,, e3684,,,,,10.1002/ett.3684,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070516076&partnerID=40&md5=b6d3e92f693232d9080475a50142d0d9,Article,Article in Press,,Scopus,2-s2.0-85070516076
"Abdeen, M.A.R., Ali, T., Khan, Y., Yagoub, M.C.E.",6603639683; 55194304700; 57210369517; 7003803773,"Fusing identity management, HL7 and blockchain into a global healthcare record sharing architecture",2019,International Journal of Advanced Computer Science and Applications,10,6,,630,636,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070505313&partnerID=40&md5=7cbc9f358221ad6ba8d47d60b162bbcc,Article,Final,,Scopus,2-s2.0-85070505313
"Turk, I., Angin, P., Cosar, A.",56989116200; 26646279300; 35298880400,RONFC: A Novel Enabler-Independent NFC Protocol for Mobile Transactions,2019,IEEE Access,7,,8763940,95327,95340,,,10.1109/ACCESS.2019.2929011,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070195674&partnerID=40&md5=5b1758e590d5ddf2385fa4a27be620dc,Article,Final,Open Access,Scopus,2-s2.0-85070195674
"Hess, H.",57210259210,Privacy vs. modernity: Artificial intelligence in China's infrastructure,2019,Proceedings of SPIE - The International Society for Optical Engineering,11013,, 110130W,,,,,10.1117/12.2533343,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070101657&partnerID=40&md5=dcdc28ad84b48859db7e693d4907798f,Conference Paper,Final,,Scopus,2-s2.0-85070101657
"Bhuse, V., Sinha, H.",16634696800; 57210235430,Secure application for health monitoring,2019,"European Conference on Information Warfare and Security, ECCWS",2019-July,,,31,36,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85069995283&partnerID=40&md5=d7361f5a2b98ceecbf611edf72443263,Conference Paper,Final,,Scopus,2-s2.0-85069995283
